Date,Time,Menu Item,Category,Quantity,Price (per item),Revenue,Payment Method,Customer Type
21/10/2023,03:02 AM,Bruschetta,Appetizer,2,5,10,Mobile Payment,Dine-In
28/07/2023,12:00 PM,Minestrone Soup,Appetizer,8,7,56,Cash,Dine-In
17/09/2023,05:41 AM,Spaghetti Carbonara,Main Course,8,12,96,Credit Card,Delivery
01/12/2023,11:11 AM,Lasagna,Main Course,9,11.5,103.5,Mobile Payment,Dine-In
08/03/2023,07:12 PM,Lasagna,Main Course,9,11.5,103.5,Cash,Delivery
31/05/2023,06:28 AM,Lasagna,Main Course,6,11.5,69,Cash,Takeaway
28/07/2023,01:29 PM,Tiramisu,Dessert,3,6.5,19.5,Mobile Payment,Delivery
11/08/2023,11:42 AM,Fettuccine Alfredo,Main Course,7,13,91,Mobile Payment,Dine-In
28/12/2023,07:53 PM,Tiramisu,Dessert,9,6.5,58.5,Mobile Payment,Takeaway
23/07/2023,03:08 PM,Caprese Salad,Appetizer,4,8,32,Credit Card,Dine-In
15/10/2023,11:47 PM,Fettuccine Alfredo,Main Course,9,13,117,Credit Card,Takeaway
08/01/2023,03:59 AM,Panna Cotta,Dessert,3,5.5,16.5,Credit Card,Dine-In
22/11/2023,03:41 PM,Margherita Pizza,Main Course,9,10,90,Cash,Dine-In
14/10/2023,11:10 AM,Bruschetta,Appetizer,9,5,45,Credit Card,Delivery
28/09/2023,04:49 PM,Caprese Salad,Appetizer,8,8,64,Cash,Dine-In
01/01/2023,10:49 PM,Spaghetti Carbonara,Main Course,7,12,84,Credit Card,Delivery
30/12/2023,07:19 AM,Caprese Salad,Appetizer,6,8,48,Credit Card,Dine-In
21/03/2023,12:23 AM,Panna Cotta,Dessert,5,5.5,27.5,Cash,Takeaway
01/09/2023,02:37 PM,Bruschetta,Appetizer,7,5,35,Credit Card,Dine-In
12/04/2023,10:04 PM,Minestrone Soup,Appetizer,10,7,70,Cash,Takeaway
14/09/2023,07:38 AM,Gelato,Dessert,8,4.5,36,Cash,Takeaway
01/01/2023,03:42 PM,Tiramisu,Dessert,1,6.5,6.5,Mobile Payment,Delivery
02/01/2023,11:51 AM,Gelato,Dessert,1,4.5,4.5,Cash,Takeaway
09/04/2023,08:06 PM,Gelato,Dessert,1,4.5,4.5,Cash,Dine-In
11/06/2023,08:53 AM,Gelato,Dessert,3,4.5,13.5,Credit Card,Delivery
04/05/2023,02:35 AM,Gelato,Dessert,10,4.5,45,Mobile Payment,Delivery
03/01/2023,08:09 PM,Fettuccine Alfredo,Main Course,2,13,26,Cash,Delivery
30/11/2023,06:10 PM,Minestrone Soup,Appetizer,4,7,28,Mobile Payment,Delivery
26/01/2023,12:04 PM,Caprese Salad,Appetizer,8,8,64,Cash,Delivery
04/03/2023,01:59 AM,Spaghetti Carbonara,Main Course,9,12,108,Credit Card,Dine-In
10/03/2023,08:07 PM,Spaghetti Carbonara,Main Course,7,12,84,Cash,Dine-In
10/06/2023,09:17 AM,Minestrone Soup,Appetizer,1,7,7,Credit Card,Delivery
17/01/2023,07:14 PM,Fettuccine Alfredo,Main Course,9,13,117,Credit Card,Takeaway
08/01/2023,03:05 AM,Lasagna,Main Course,4,11.5,46,Credit Card,Takeaway
07/11/2023,03:56 PM,Margherita Pizza,Main Course,3,10,30,Credit Card,Dine-In
23/10/2023,10:55 PM,Margherita Pizza,Main Course,1,10,10,Cash,Dine-In
22/09/2023,05:17 PM,Fettuccine Alfredo,Main Course,2,13,26,Cash,Takeaway
29/12/2023,07:54 AM,Lasagna,Main Course,1,11.5,11.5,Cash,Dine-In
24/07/2023,07:32 PM,Bruschetta,Appetizer,7,5,35,Mobile Payment,Dine-In
10/10/2023,08:37 PM,Lasagna,Main Course,1,11.5,11.5,Credit Card,Dine-In
21/10/2023,06:07 PM,Fettuccine Alfredo,Main Course,5,13,65,Cash,Takeaway
04/02/2023,05:52 PM,Bruschetta,Appetizer,6,5,30,Credit Card,Dine-In
07/01/2023,11:57 AM,Lasagna,Main Course,3,11.5,34.5,Mobile Payment,Delivery
22/11/2023,08:38 AM,Spaghetti Carbonara,Main Course,10,12,120,Mobile Payment,Dine-In
23/02/2023,02:57 AM,Panna Cotta,Dessert,4,5.5,22,Credit Card,Takeaway
03/11/2023,10:14 AM,Margherita Pizza,Main Course,4,10,40,Cash,Dine-In
04/12/2023,07:42 PM,Lasagna,Main Course,8,11.5,92,Credit Card,Takeaway
16/10/2023,03:18 PM,Panna Cotta,Dessert,7,5.5,38.5,Mobile Payment,Delivery
19/01/2023,11:19 PM,Bruschetta,Appetizer,3,5,15,Credit Card,Delivery
04/10/2023,03:16 PM,Gelato,Dessert,7,4.5,31.5,Cash,Takeaway
19/01/2023,09:35 PM,Gelato,Dessert,6,4.5,27,Mobile Payment,Delivery
22/10/2023,10:55 AM,Tiramisu,Dessert,10,6.5,65,Cash,Dine-In
27/11/2023,07:15 AM,Panna Cotta,Dessert,8,5.5,44,Cash,Delivery
21/04/2023,06:13 PM,Minestrone Soup,Appetizer,8,7,56,Cash,Delivery
24/12/2023,10:16 PM,Bruschetta,Appetizer,6,5,30,Mobile Payment,Dine-In
18/09/2023,06:42 AM,Gelato,Dessert,5,4.5,22.5,Credit Card,Delivery
18/10/2023,10:40 PM,Bruschetta,Appetizer,6,5,30,Mobile Payment,Takeaway
27/12/2023,12:17 AM,Spaghetti Carbonara,Main Course,10,12,120,Cash,Dine-In
18/09/2023,05:41 AM,Margherita Pizza,Main Course,10,10,100,Credit Card,Takeaway
07/06/2023,07:05 PM,Tiramisu,Dessert,1,6.5,6.5,Cash,Dine-In
23/04/2023,07:37 AM,Tiramisu,Dessert,10,6.5,65,Cash,Delivery
31/07/2023,01:55 AM,Fettuccine Alfredo,Main Course,3,13,39,Cash,Takeaway
19/08/2023,04:50 PM,Tiramisu,Dessert,1,6.5,6.5,Credit Card,Delivery
06/12/2023,07:04 PM,Caprese Salad,Appetizer,10,8,80,Credit Card,Dine-In
26/04/2023,02:00 AM,Spaghetti Carbonara,Main Course,5,12,60,Cash,Takeaway
12/08/2023,09:12 AM,Margherita Pizza,Main Course,5,10,50,Mobile Payment,Delivery
05/04/2023,08:07 AM,Margherita Pizza,Main Course,9,10,90,Cash,Dine-In
12/07/2023,02:56 PM,Minestrone Soup,Appetizer,9,7,63,Cash,Dine-In
31/10/2023,09:57 PM,Spaghetti Carbonara,Main Course,2,12,24,Mobile Payment,Takeaway
05/12/2023,05:58 AM,Gelato,Dessert,8,4.5,36,Cash,Takeaway
02/02/2023,06:27 AM,Gelato,Dessert,7,4.5,31.5,Mobile Payment,Takeaway
01/09/2023,08:49 AM,Fettuccine Alfredo,Main Course,2,13,26,Mobile Payment,Delivery
07/06/2023,10:47 AM,Bruschetta,Appetizer,1,5,5,Cash,Dine-In
30/06/2023,03:08 PM,Lasagna,Main Course,4,11.5,46,Mobile Payment,Delivery
29/09/2023,04:59 AM,Fettuccine Alfredo,Main Course,3,13,39,Mobile Payment,Takeaway
01/12/2023,08:36 PM,Panna Cotta,Dessert,3,5.5,16.5,Mobile Payment,Dine-In
23/09/2023,12:28 PM,Tiramisu,Dessert,2,6.5,13,Credit Card,Takeaway
09/08/2023,04:15 PM,Bruschetta,Appetizer,8,5,40,Mobile Payment,Takeaway
08/02/2023,10:54 AM,Minestrone Soup,Appetizer,7,7,49,Cash,Delivery
03/08/2023,04:52 PM,Margherita Pizza,Main Course,4,10,40,Credit Card,Delivery
30/07/2023,06:09 PM,Margherita Pizza,Main Course,7,10,70,Mobile Payment,Dine-In
15/09/2023,07:09 AM,Tiramisu,Dessert,9,6.5,58.5,Credit Card,Takeaway
10/08/2023,11:02 AM,Margherita Pizza,Main Course,9,10,90,Cash,Takeaway
17/09/2023,02:37 PM,Margherita Pizza,Main Course,5,10,50,Mobile Payment,Takeaway
25/06/2023,12:51 PM,Bruschetta,Appetizer,4,5,20,Credit Card,Delivery
22/10/2023,05:08 AM,Bruschetta,Appetizer,4,5,20,Mobile Payment,Takeaway
11/03/2023,09:31 AM,Fettuccine Alfredo,Main Course,4,13,52,Credit Card,Takeaway
09/02/2023,10:48 AM,Fettuccine Alfredo,Main Course,8,13,104,Mobile Payment,Delivery
09/03/2023,01:44 PM,Bruschetta,Appetizer,7,5,35,Mobile Payment,Dine-In
23/11/2023,06:54 AM,Spaghetti Carbonara,Main Course,4,12,48,Mobile Payment,Delivery
15/03/2023,03:50 PM,Tiramisu,Dessert,2,6.5,13,Credit Card,Delivery
25/09/2023,10:55 PM,Gelato,Dessert,5,4.5,22.5,Mobile Payment,Delivery
18/09/2023,09:34 PM,Gelato,Dessert,3,4.5,13.5,Cash,Delivery
08/05/2023,04:25 PM,Gelato,Dessert,3,4.5,13.5,Credit Card,Delivery
28/08/2023,12:50 AM,Bruschetta,Appetizer,6,5,30,Cash,Delivery
22/05/2023,04:01 PM,Caprese Salad,Appetizer,7,8,56,Mobile Payment,Dine-In
30/07/2023,05:58 PM,Tiramisu,Dessert,9,6.5,58.5,Credit Card,Dine-In
08/11/2023,05:17 AM,Spaghetti Carbonara,Main Course,5,12,60,Cash,Dine-In
30/12/2023,05:59 AM,Bruschetta,Appetizer,2,5,10,Mobile Payment,Delivery
01/01/2023,01:22 PM,Spaghetti Carbonara,Main Course,5,12,60,Credit Card,Delivery
23/10/2023,08:33 AM,Tiramisu,Dessert,2,6.5,13,Cash,Takeaway
23/06/2023,12:33 PM,Lasagna,Main Course,5,11.5,57.5,Mobile Payment,Delivery
25/03/2023,10:51 AM,Caprese Salad,Appetizer,6,8,48,Credit Card,Dine-In
13/05/2023,12:07 AM,Margherita Pizza,Main Course,1,10,10,Cash,Takeaway
25/04/2023,12:57 AM,Bruschetta,Appetizer,10,5,50,Mobile Payment,Dine-In
08/08/2023,04:12 PM,Bruschetta,Appetizer,3,5,15,Mobile Payment,Takeaway
09/11/2023,12:18 AM,Lasagna,Main Course,9,11.5,103.5,Mobile Payment,Delivery
13/07/2023,12:17 PM,Minestrone Soup,Appetizer,6,7,42,Cash,Delivery
26/10/2023,02:54 PM,Spaghetti Carbonara,Main Course,5,12,60,Credit Card,Dine-In
06/07/2023,02:02 AM,Caprese Salad,Appetizer,9,8,72,Credit Card,Delivery
27/07/2023,06:18 PM,Fettuccine Alfredo,Main Course,7,13,91,Cash,Delivery
17/04/2023,10:10 AM,Minestrone Soup,Appetizer,9,7,63,Credit Card,Delivery
14/12/2023,05:52 PM,Caprese Salad,Appetizer,6,8,48,Credit Card,Dine-In
22/10/2023,05:48 AM,Fettuccine Alfredo,Main Course,10,13,130,Cash,Dine-In
23/09/2023,08:24 PM,Lasagna,Main Course,5,11.5,57.5,Cash,Delivery
19/04/2023,01:24 PM,Bruschetta,Appetizer,10,5,50,Cash,Dine-In
04/05/2023,12:33 AM,Caprese Salad,Appetizer,3,8,24,Cash,Dine-In
22/02/2023,04:00 PM,Spaghetti Carbonara,Main Course,8,12,96,Credit Card,Delivery
08/01/2023,08:02 AM,Bruschetta,Appetizer,5,5,25,Cash,Delivery
26/01/2023,05:35 PM,Lasagna,Main Course,1,11.5,11.5,Cash,Delivery
11/02/2023,09:33 PM,Tiramisu,Dessert,3,6.5,19.5,Credit Card,Takeaway
29/11/2023,07:35 AM,Margherita Pizza,Main Course,4,10,40,Credit Card,Dine-In
19/12/2023,03:20 AM,Gelato,Dessert,3,4.5,13.5,Credit Card,Takeaway
08/08/2023,06:06 AM,Spaghetti Carbonara,Main Course,1,12,12,Cash,Takeaway
11/06/2023,10:26 AM,Tiramisu,Dessert,7,6.5,45.5,Credit Card,Delivery
21/11/2023,11:18 AM,Minestrone Soup,Appetizer,8,7,56,Cash,Dine-In
24/03/2023,07:37 PM,Fettuccine Alfredo,Main Course,4,13,52,Credit Card,Delivery
01/01/2023,05:27 PM,Lasagna,Main Course,7,11.5,80.5,Cash,Dine-In
19/01/2023,01:03 PM,Gelato,Dessert,3,4.5,13.5,Mobile Payment,Delivery
31/01/2023,06:14 AM,Gelato,Dessert,10,4.5,45,Cash,Takeaway
29/10/2023,12:36 AM,Tiramisu,Dessert,10,6.5,65,Cash,Delivery
03/12/2023,11:27 AM,Bruschetta,Appetizer,2,5,10,Mobile Payment,Delivery
24/02/2023,12:57 PM,Spaghetti Carbonara,Main Course,10,12,120,Cash,Dine-In
13/01/2023,02:12 PM,Gelato,Dessert,3,4.5,13.5,Mobile Payment,Delivery
27/05/2023,10:54 AM,Minestrone Soup,Appetizer,6,7,42,Credit Card,Dine-In
08/08/2023,11:55 AM,Margherita Pizza,Main Course,7,10,70,Mobile Payment,Takeaway
19/03/2023,07:13 AM,Caprese Salad,Appetizer,1,8,8,Credit Card,Takeaway
16/05/2023,08:40 AM,Margherita Pizza,Main Course,6,10,60,Credit Card,Dine-In
24/11/2023,12:31 AM,Minestrone Soup,Appetizer,2,7,14,Mobile Payment,Delivery
10/07/2023,12:49 AM,Spaghetti Carbonara,Main Course,9,12,108,Mobile Payment,Delivery
14/01/2023,11:48 AM,Margherita Pizza,Main Course,7,10,70,Cash,Takeaway
18/02/2023,08:37 AM,Caprese Salad,Appetizer,1,8,8,Credit Card,Dine-In
02/12/2023,06:47 AM,Tiramisu,Dessert,7,6.5,45.5,Credit Card,Takeaway
21/08/2023,07:37 PM,Fettuccine Alfredo,Main Course,6,13,78,Cash,Delivery
03/02/2023,05:49 AM,Panna Cotta,Dessert,8,5.5,44,Mobile Payment,Dine-In
29/05/2023,07:45 PM,Spaghetti Carbonara,Main Course,9,12,108,Credit Card,Dine-In
16/09/2023,10:55 PM,Caprese Salad,Appetizer,2,8,16,Cash,Delivery
02/04/2023,01:37 AM,Caprese Salad,Appetizer,1,8,8,Mobile Payment,Takeaway
12/03/2023,03:46 AM,Minestrone Soup,Appetizer,1,7,7,Mobile Payment,Dine-In
02/03/2023,05:23 AM,Gelato,Dessert,4,4.5,18,Cash,Dine-In
20/06/2023,01:33 AM,Fettuccine Alfredo,Main Course,5,13,65,Cash,Delivery
26/04/2023,04:38 AM,Lasagna,Main Course,2,11.5,23,Credit Card,Dine-In
03/11/2023,10:04 AM,Bruschetta,Appetizer,9,5,45,Credit Card,Delivery
27/03/2023,12:28 PM,Margherita Pizza,Main Course,9,10,90,Cash,Takeaway
03/11/2023,01:33 PM,Spaghetti Carbonara,Main Course,5,12,60,Mobile Payment,Dine-In
15/09/2023,09:36 AM,Lasagna,Main Course,3,11.5,34.5,Mobile Payment,Dine-In
03/09/2023,09:55 PM,Gelato,Dessert,5,4.5,22.5,Cash,Dine-In
01/11/2023,07:56 PM,Panna Cotta,Dessert,1,5.5,5.5,Credit Card,Delivery
14/10/2023,12:09 PM,Caprese Salad,Appetizer,9,8,72,Credit Card,Dine-In
14/01/2023,05:50 PM,Gelato,Dessert,9,4.5,40.5,Credit Card,Takeaway
11/10/2023,02:02 PM,Bruschetta,Appetizer,8,5,40,Mobile Payment,Delivery
24/01/2023,05:35 PM,Fettuccine Alfredo,Main Course,10,13,130,Cash,Dine-In
19/05/2023,10:54 PM,Caprese Salad,Appetizer,10,8,80,Mobile Payment,Dine-In
20/06/2023,07:57 PM,Margherita Pizza,Main Course,1,10,10,Credit Card,Delivery
05/03/2023,07:12 AM,Minestrone Soup,Appetizer,9,7,63,Credit Card,Dine-In
31/01/2023,08:58 PM,Margherita Pizza,Main Course,9,10,90,Cash,Takeaway
11/05/2023,04:03 PM,Panna Cotta,Dessert,7,5.5,38.5,Mobile Payment,Dine-In
20/12/2023,02:26 AM,Minestrone Soup,Appetizer,3,7,21,Cash,Takeaway
06/01/2023,01:00 AM,Bruschetta,Appetizer,7,5,35,Cash,Takeaway
27/09/2023,11:11 PM,Caprese Salad,Appetizer,2,8,16,Mobile Payment,Takeaway
17/06/2023,11:00 PM,Minestrone Soup,Appetizer,7,7,49,Cash,Takeaway
22/05/2023,08:26 PM,Gelato,Dessert,9,4.5,40.5,Cash,Dine-In
14/08/2023,04:36 AM,Bruschetta,Appetizer,7,5,35,Cash,Delivery
30/01/2023,09:58 AM,Minestrone Soup,Appetizer,9,7,63,Credit Card,Dine-In
04/01/2023,07:03 PM,Tiramisu,Dessert,2,6.5,13,Credit Card,Dine-In
11/08/2023,05:38 PM,Panna Cotta,Dessert,4,5.5,22,Mobile Payment,Delivery
19/03/2023,12:08 PM,Spaghetti Carbonara,Main Course,10,12,120,Mobile Payment,Delivery
16/11/2023,09:37 AM,Margherita Pizza,Main Course,4,10,40,Credit Card,Delivery
06/05/2023,12:27 PM,Tiramisu,Dessert,10,6.5,65,Credit Card,Dine-In
21/07/2023,08:44 PM,Fettuccine Alfredo,Main Course,8,13,104,Cash,Takeaway
08/03/2023,11:32 PM,Gelato,Dessert,2,4.5,9,Mobile Payment,Takeaway
13/10/2023,01:45 AM,Bruschetta,Appetizer,10,5,50,Cash,Dine-In
23/07/2023,04:02 PM,Caprese Salad,Appetizer,1,8,8,Cash,Takeaway
17/03/2023,08:55 AM,Caprese Salad,Appetizer,10,8,80,Credit Card,Takeaway
04/05/2023,04:38 PM,Gelato,Dessert,3,4.5,13.5,Credit Card,Delivery
20/09/2023,07:51 AM,Panna Cotta,Dessert,9,5.5,49.5,Credit Card,Dine-In
15/11/2023,12:12 PM,Bruschetta,Appetizer,5,5,25,Cash,Dine-In
23/12/2023,01:33 PM,Margherita Pizza,Main Course,1,10,10,Mobile Payment,Delivery
26/06/2023,06:25 AM,Spaghetti Carbonara,Main Course,4,12,48,Mobile Payment,Takeaway
01/05/2023,09:54 AM,Margherita Pizza,Main Course,2,10,20,Credit Card,Takeaway
13/11/2023,08:33 PM,Minestrone Soup,Appetizer,5,7,35,Cash,Takeaway
19/05/2023,04:42 PM,Bruschetta,Appetizer,5,5,25,Cash,Dine-In
21/05/2023,08:05 PM,Panna Cotta,Dessert,5,5.5,27.5,Mobile Payment,Takeaway
22/08/2023,06:13 PM,Tiramisu,Dessert,5,6.5,32.5,Cash,Takeaway
18/07/2023,11:28 AM,Panna Cotta,Dessert,10,5.5,55,Cash,Dine-In
08/11/2023,01:08 PM,Tiramisu,Dessert,8,6.5,52,Mobile Payment,Dine-In
17/12/2023,08:33 AM,Margherita Pizza,Main Course,3,10,30,Cash,Dine-In
24/07/2023,06:28 PM,Panna Cotta,Dessert,1,5.5,5.5,Credit Card,Delivery
11/01/2023,10:00 AM,Tiramisu,Dessert,2,6.5,13,Cash,Takeaway
15/11/2023,09:48 PM,Lasagna,Main Course,4,11.5,46,Credit Card,Takeaway
23/03/2023,03:33 AM,Caprese Salad,Appetizer,6,8,48,Cash,Delivery
20/08/2023,02:19 AM,Gelato,Dessert,8,4.5,36,Mobile Payment,Dine-In
17/07/2023,10:55 AM,Caprese Salad,Appetizer,1,8,8,Credit Card,Dine-In
29/07/2023,08:26 AM,Lasagna,Main Course,3,11.5,34.5,Credit Card,Dine-In
15/05/2023,06:21 PM,Fettuccine Alfredo,Main Course,6,13,78,Mobile Payment,Delivery
02/08/2023,03:20 PM,Tiramisu,Dessert,3,6.5,19.5,Cash,Takeaway
01/09/2023,11:41 PM,Spaghetti Carbonara,Main Course,4,12,48,Credit Card,Delivery
14/03/2023,08:01 PM,Tiramisu,Dessert,4,6.5,26,Cash,Delivery
15/11/2023,09:53 PM,Caprese Salad,Appetizer,6,8,48,Cash,Delivery
25/03/2023,08:48 AM,Panna Cotta,Dessert,1,5.5,5.5,Credit Card,Delivery
26/07/2023,12:52 AM,Caprese Salad,Appetizer,3,8,24,Credit Card,Delivery
22/12/2023,11:52 AM,Caprese Salad,Appetizer,8,8,64,Cash,Dine-In
26/08/2023,07:44 AM,Margherita Pizza,Main Course,6,10,60,Credit Card,Takeaway
01/08/2023,06:56 AM,Tiramisu,Dessert,4,6.5,26,Cash,Takeaway
16/10/2023,01:46 PM,Minestrone Soup,Appetizer,1,7,7,Cash,Dine-In
10/08/2023,09:14 PM,Lasagna,Main Course,7,11.5,80.5,Mobile Payment,Delivery
18/02/2023,09:14 AM,Lasagna,Main Course,7,11.5,80.5,Credit Card,Dine-In
19/05/2023,01:14 AM,Minestrone Soup,Appetizer,10,7,70,Cash,Dine-In
17/03/2023,08:08 AM,Tiramisu,Dessert,5,6.5,32.5,Mobile Payment,Takeaway
08/06/2023,01:22 AM,Minestrone Soup,Appetizer,1,7,7,Cash,Dine-In
26/10/2023,02:01 PM,Caprese Salad,Appetizer,5,8,40,Credit Card,Delivery
14/10/2023,05:10 PM,Fettuccine Alfredo,Main Course,7,13,91,Credit Card,Takeaway
15/04/2023,09:07 AM,Lasagna,Main Course,7,11.5,80.5,Mobile Payment,Takeaway
21/10/2023,08:27 PM,Spaghetti Carbonara,Main Course,5,12,60,Credit Card,Delivery
01/11/2023,04:23 PM,Bruschetta,Appetizer,1,5,5,Cash,Delivery
13/06/2023,09:24 AM,Minestrone Soup,Appetizer,9,7,63,Mobile Payment,Takeaway
13/10/2023,11:58 PM,Bruschetta,Appetizer,10,5,50,Credit Card,Dine-In
24/12/2023,11:00 AM,Bruschetta,Appetizer,3,5,15,Mobile Payment,Delivery
14/03/2023,12:06 PM,Panna Cotta,Dessert,6,5.5,33,Cash,Delivery
10/09/2023,03:41 PM,Tiramisu,Dessert,4,6.5,26,Cash,Dine-In
24/07/2023,12:04 AM,Tiramisu,Dessert,1,6.5,6.5,Cash,Dine-In
24/12/2023,12:41 AM,Lasagna,Main Course,9,11.5,103.5,Credit Card,Takeaway
12/07/2023,02:00 AM,Margherita Pizza,Main Course,9,10,90,Credit Card,Dine-In
20/02/2023,01:57 PM,Gelato,Dessert,8,4.5,36,Cash,Takeaway
16/03/2023,04:23 PM,Margherita Pizza,Main Course,9,10,90,Credit Card,Dine-In
17/08/2023,07:38 PM,Minestrone Soup,Appetizer,9,7,63,Cash,Takeaway
19/04/2023,11:07 AM,Margherita Pizza,Main Course,3,10,30,Cash,Dine-In
22/12/2023,03:39 PM,Spaghetti Carbonara,Main Course,9,12,108,Mobile Payment,Delivery
13/01/2023,11:28 PM,Lasagna,Main Course,1,11.5,11.5,Mobile Payment,Delivery
18/11/2023,03:26 AM,Minestrone Soup,Appetizer,3,7,21,Cash,Takeaway
10/03/2023,05:43 AM,Minestrone Soup,Appetizer,3,7,21,Credit Card,Delivery
27/06/2023,10:38 AM,Bruschetta,Appetizer,10,5,50,Cash,Delivery
28/04/2023,07:36 PM,Tiramisu,Dessert,10,6.5,65,Mobile Payment,Takeaway
03/08/2023,09:18 AM,Minestrone Soup,Appetizer,7,7,49,Cash,Takeaway
28/01/2023,09:39 AM,Gelato,Dessert,8,4.5,36,Mobile Payment,Dine-In
30/11/2023,01:31 AM,Bruschetta,Appetizer,8,5,40,Mobile Payment,Dine-In
19/07/2023,11:40 PM,Tiramisu,Dessert,1,6.5,6.5,Mobile Payment,Delivery
28/06/2023,01:07 AM,Spaghetti Carbonara,Main Course,8,12,96,Credit Card,Dine-In
11/05/2023,01:00 AM,Panna Cotta,Dessert,4,5.5,22,Credit Card,Dine-In
10/03/2023,05:16 AM,Margherita Pizza,Main Course,2,10,20,Cash,Takeaway
10/08/2023,01:51 PM,Fettuccine Alfredo,Main Course,8,13,104,Mobile Payment,Dine-In
15/06/2023,07:59 AM,Spaghetti Carbonara,Main Course,9,12,108,Credit Card,Delivery
29/11/2023,03:53 AM,Gelato,Dessert,3,4.5,13.5,Cash,Dine-In
20/06/2023,07:38 AM,Spaghetti Carbonara,Main Course,2,12,24,Mobile Payment,Takeaway
07/02/2023,03:55 PM,Caprese Salad,Appetizer,6,8,48,Cash,Delivery
04/02/2023,08:11 AM,Caprese Salad,Appetizer,8,8,64,Cash,Takeaway
24/04/2023,06:22 AM,Tiramisu,Dessert,6,6.5,39,Cash,Takeaway
12/10/2023,10:18 PM,Caprese Salad,Appetizer,9,8,72,Cash,Takeaway
19/06/2023,12:42 PM,Spaghetti Carbonara,Main Course,8,12,96,Credit Card,Takeaway
02/03/2023,01:01 AM,Minestrone Soup,Appetizer,5,7,35,Mobile Payment,Takeaway
06/12/2023,12:28 PM,Minestrone Soup,Appetizer,7,7,49,Cash,Dine-In
14/11/2023,12:44 PM,Margherita Pizza,Main Course,10,10,100,Cash,Delivery
09/09/2023,09:06 AM,Lasagna,Main Course,10,11.5,115,Credit Card,Dine-In
24/06/2023,10:59 PM,Panna Cotta,Dessert,3,5.5,16.5,Mobile Payment,Delivery
28/10/2023,02:48 PM,Spaghetti Carbonara,Main Course,7,12,84,Mobile Payment,Takeaway
01/11/2023,05:08 AM,Gelato,Dessert,3,4.5,13.5,Cash,Takeaway
13/01/2023,01:11 AM,Gelato,Dessert,6,4.5,27,Cash,Delivery
26/06/2023,02:08 AM,Fettuccine Alfredo,Main Course,6,13,78,Cash,Delivery
16/08/2023,11:42 PM,Fettuccine Alfredo,Main Course,10,13,130,Mobile Payment,Dine-In
31/08/2023,05:46 PM,Lasagna,Main Course,8,11.5,92,Cash,Dine-In
04/02/2023,05:53 AM,Minestrone Soup,Appetizer,3,7,21,Cash,Takeaway
20/06/2023,06:05 PM,Margherita Pizza,Main Course,7,10,70,Mobile Payment,Takeaway
04/08/2023,11:28 PM,Spaghetti Carbonara,Main Course,4,12,48,Credit Card,Takeaway
01/08/2023,03:02 AM,Gelato,Dessert,10,4.5,45,Mobile Payment,Takeaway
09/02/2023,10:55 AM,Spaghetti Carbonara,Main Course,8,12,96,Cash,Dine-In
18/03/2023,04:49 AM,Spaghetti Carbonara,Main Course,10,12,120,Cash,Dine-In
12/12/2023,05:24 PM,Tiramisu,Dessert,6,6.5,39,Credit Card,Takeaway
27/09/2023,11:35 PM,Tiramisu,Dessert,7,6.5,45.5,Mobile Payment,Delivery
14/08/2023,02:28 AM,Panna Cotta,Dessert,3,5.5,16.5,Mobile Payment,Takeaway
23/01/2023,06:57 PM,Panna Cotta,Dessert,10,5.5,55,Credit Card,Takeaway
03/06/2023,06:54 PM,Tiramisu,Dessert,6,6.5,39,Cash,Delivery
26/02/2023,04:38 PM,Panna Cotta,Dessert,6,5.5,33,Credit Card,Delivery
08/01/2023,05:47 PM,Margherita Pizza,Main Course,2,10,20,Mobile Payment,Delivery
30/10/2023,08:45 PM,Margherita Pizza,Main Course,5,10,50,Mobile Payment,Delivery
22/01/2023,06:39 PM,Tiramisu,Dessert,10,6.5,65,Credit Card,Dine-In
20/04/2023,09:38 AM,Margherita Pizza,Main Course,5,10,50,Credit Card,Delivery
27/02/2023,11:43 PM,Margherita Pizza,Main Course,10,10,100,Cash,Delivery
23/04/2023,11:38 AM,Caprese Salad,Appetizer,3,8,24,Mobile Payment,Delivery
20/01/2023,09:39 PM,Spaghetti Carbonara,Main Course,5,12,60,Credit Card,Dine-In
19/02/2023,02:01 PM,Gelato,Dessert,4,4.5,18,Cash,Takeaway
12/01/2023,04:40 AM,Tiramisu,Dessert,8,6.5,52,Cash,Takeaway
17/08/2023,02:24 PM,Lasagna,Main Course,6,11.5,69,Mobile Payment,Dine-In
17/03/2023,11:23 PM,Fettuccine Alfredo,Main Course,3,13,39,Mobile Payment,Dine-In
22/07/2023,05:25 AM,Margherita Pizza,Main Course,6,10,60,Cash,Delivery
17/09/2023,07:06 PM,Lasagna,Main Course,3,11.5,34.5,Mobile Payment,Delivery
13/06/2023,08:26 PM,Tiramisu,Dessert,3,6.5,19.5,Cash,Dine-In
23/10/2023,05:04 AM,Margherita Pizza,Main Course,3,10,30,Credit Card,Dine-In
12/05/2023,02:46 PM,Fettuccine Alfredo,Main Course,6,13,78,Mobile Payment,Takeaway
10/09/2023,04:05 AM,Gelato,Dessert,10,4.5,45,Cash,Takeaway
19/09/2023,09:33 PM,Tiramisu,Dessert,8,6.5,52,Credit Card,Takeaway
21/10/2023,09:17 PM,Fettuccine Alfredo,Main Course,5,13,65,Cash,Dine-In
